CodiceBatteria,ItipoB,AlCS,Psq,Descrizione,PassoRanghi,PassoTubi,DiamEster,Spessoretubo,SpessoreAletta,AltezzaAletta,FatCorAl,FatRidAumSup,FatCoeflattub,FatCorrFatAttr,RidAreaPassTubo,Sigla,FattoreAttrAria,SlopeFatCorAl,SlopeFatCoeflattub,SlopeFatCorrFatAttr,SlopeFattoreAttrAria,FattoreAttrAriaLatente,RappSuperficiInterne,FattoreSensible,Fast,SecurityFactor,MultiFattori,TuboLiscio,Certificata,Parziale,UsaSistemaLE,Fat_PDC_LA_1,Fat_PDC_LC_1,Fat_PDC_LA_2,Fat_PDC_LC_2,Fat_PDC_LA_3,Fat_PDC_LC_3,Fat_PDC_LA_4,Fat_PDC_LC_4,AlterPumpMethod,Factor_A0,Factor_A1,Factor_A2,Factor_FATC,Fatt_PdC_Concentrate,FormaTubo,AltezzaTubo,LarghezzaTubo,TipoAletta,TipoTubo,ParametriSpeciali,Fatt_Exp1,Fatt_Exp2,AHRI_CERT,EUROVENT_CERT,Fatt_Exp3,Fatt_Exp4,Fatt_Exp5,Fatt_Exp6
47,1,1,"S","102522_C_S",21.65,25,9.539999999999999,0.35,0.1,0,1.15,1,1,1,1,"102522_C_S",1.25,1,1,1,1,1,1,0.6,1,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
49,1,1,"S","102522_S_G",21.65,25,9.539999999999999,0.35,0.1,0,1,1,1.25,1.35,1,"102522_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
50,1,1,"S","102522_S_S",21.65,25,9.539999999999999,0.35,0.1,0,1,1,1,1,1,"102522_S_S",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
52,1,1,"S","102522_P_G",21.65,25,9.539999999999999,0.35,0.1,0,0.95,1,1.25,1.35,1,"102522_P_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
53,1,1,"S","102522_P_S",21.65,25,9.539999999999999,0.35,0.1,0,0.95,1,1,1,1,"102522_P_S",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
55,1,1,"Q","102525_C_G",25,25,9.539999999999999,0.35,0.1,0,1.15,1,1.25,1.35,1,"102525_C_G",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
56,1,1,"Q","102525_C_S",25,25,9.539999999999999,0.35,0.1,0,1.15,1,1,1,1,"102525_C_S",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
58,1,1,"Q","103535_S_G",35,35,9.539999999999999,0.35,0.1,0,1,1,1.25,1.35,1,"103535_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
60,1,1,"S","133832_C_D",32.48,37.5,12.7,0.35,0.1,0,1.15,1,1.45,1.55,1,"133832_C_D",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
61,1,1,"S","133832_C_G",32.48,37.5,12.7,0.35,0.1,0,1.15,1,1.25,1.35,1,"133832_C_G",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
63,1,1,"S","072512_S_G",12.5,25,7.2,0.35,0.1,0,1,1,1.25,1.35,1,"072512_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
64,1,1,"S","072512_S_S",12.5,25,7.2,0.35,0.1,0,1,1,1,1,1,"072512_S_S",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
66,1,1,"S","072512_L_G",12.5,25,7.2,0.35,0.1,0,1.45,1,1.25,1.35,1,"072512_L_G",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
67,1,1,"S","072512_L_S",12.5,25,7.2,0.35,0.1,0,1.45,1,1,1,1,"072512_L_S",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
69,1,1,"S","102512_S_G",12.5,25,9.539999999999999,0.35,0.1,0,1,1,1.25,1.35,1,"102512_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
71,1,1,"S","102512_P_D",12.5,25,9.539999999999999,0.35,0.1,0,0.95,1,1.45,1.55,1,"102512_P_D",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
72,1,1,"S","102512_P_G",12.5,25,9.539999999999999,0.35,0.1,0,0.95,1,1.25,1.35,1,"102512_P_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
74,1,1,"S","102512_L_D",12.5,25,9.539999999999999,0.35,0.1,0,1.45,1,1.45,1.55,1,"102512_L_D",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
75,1,1,"S","102512_L_G",12.5,25,9.539999999999999,0.35,0.1,0,1.45,1,1.25,1.35,1,"102512_L_G",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
77,1,1,"S","102522_L_D",21.65,25,9.539999999999999,0.35,0.1,0,1.45,1,1.45,1.55,1,"102522_L_D",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
78,1,1,"S","102522_L_G",21.65,25,9.539999999999999,0.35,0.1,0,1.45,1,1.25,1.35,1,"102522_L_G",1.55,1,1,1,1,1,1,0.6,1,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
80,1,1,"Q","102525_S_D",25,25,9.539999999999999,0.35,0.1,0,1,1,1.45,1.55,1,"102525_S_D",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
82,1,1,"Q","102525_S_S",25,25,9.539999999999999,0.35,0.1,0,1,1,1,1,1,"102525_S_S",1,1,1,1,1,1,1,0.6,1,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
83,1,1,"Q","102525_P_D",25,25,9.539999999999999,0.35,0.1,0,0.95,1,1.45,1.55,1,"102525_P_D",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
85,1,1,"Q","102525_P_S",25,25,9.539999999999999,0.35,0.1,0,0.95,1,1,1,1,"102525_P_S",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
86,1,1,"Q","102525_L_D",25,25,9.539999999999999,0.35,0.1,0,1.45,1,1.45,1.55,1,"102525_L_D",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
88,1,1,"Q","102525_L_S",25,25,9.539999999999999,0.35,0.1,0,1.45,1,1,1,1,"102525_L_S",1.55,1,1,1,1,1,1,0.6,1,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
89,1,1,"S","133832_C_S",32.48,37.5,12.7,0.35,0.1,0,1.15,1,1,1,1,"133832_C_S",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
91,1,1,"S","133832_S_G",32.48,37.5,12.7,0.35,0.1,0,1,1,1.25,1.35,1,"133832_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
93,1,1,"S","133832_P_D",32.48,37.5,12.7,0.35,0.1,0,0.95,1,1.45,1.55,1,"133832_P_D",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
94,1,1,"S","133832_P_G",32.48,37.5,12.7,0.35,0.1,0,0.95,1,1.25,1.35,1,"133832_P_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
96,1,1,"S","133832_L_D",32.48,37.5,12.7,0.35,0.1,0,1.45,1,1.45,1.55,1,"133832_L_D",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
97,1,1,"S","133832_L_G",32.48,37.5,12.7,0.35,0.1,0,1.45,1,1.25,1.35,1,"133832_L_G",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
99,1,1,"S","165043_S_G",43.3,50,15.88,0.35,0.1,0,1,1,1.25,1.35,1,"165043_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
100,1,1,"S","165043_S_D",43.3,50,15.88,0.35,0.1,0,1,1,1.45,1.55,1,"165043_S_D",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
102,1,1,"S","165043_C_G",43.3,50,15.88,0.35,0.1,0,1.15,1,1.25,1.35,1,"165043_C_G",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
104,1,1,"S","165043_P_D",43.3,50,15.88,0.35,0.1,0,0.95,1,1.45,1.55,1,"165043_P_D",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
105,1,1,"S","165043_P_G",43.3,50,15.88,0.35,0.1,0,0.95,1,1.25,1.35,1,"165043_P_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
107,1,1,"S","165043_L_D",43.3,50,15.88,0.35,0.1,0,1.45,1,1.45,1.55,1,"165043_L_D",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
108,1,1,"S","165043_L_G",43.3,50,15.88,0.35,0.1,0,1.45,1,1.25,1.35,1,"165043_L_G",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
111,1,1,"S","133026_C_G",25.98,30,12.6,0.35,0.1,0,1.15,1,1.25,1.35,1,"133026_C_G",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
112,1,1,"S","133026_C_D",25.98,30,12.6,0.35,0.1,0,1.15,1,1.45,1.55,1,"133026_C_D",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,4,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
114,1,1,"S","133026_S_G",25.98,30,12.6,0.35,0.1,0,1,1,1.25,1.35,1,"133026_S_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
116,1,1,"S","133026_P_S",25.98,30,12.6,0.35,0.1,0,0.95,1,1,1,1,"133026_P_S",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
117,1,1,"S","133026_P_G",25.98,30,12.6,0.35,0.1,0,0.95,1,1.25,1.35,1,"133026_P_G",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,3,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
119,1,1,"S","133026_L_S",25.98,30,12.6,0.35,0.1,0,1.45,1,1,1,1,"133026_L_S",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
120,1,1,"S","133026_L_G",25.98,30,12.6,0.35,0.1,0,1.45,1,1.25,1.35,1,"133026_L_G",1.55,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,5,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
143,1,1,"S","133227_C_G",27.43,31.75,12.6,0.35,0.12,1,1.15,1,1.25,1.35,1,"133227_C_G",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,2,3,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
144,1,2,"Q","155030_W_M",30,50,15,0.25,0.1,10,1.35,1,1.1,1,1,"155030_W_M",1.45,0,0,0,0,0,0,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,4,2,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
146,1,1,"S","104313_S_S",12.5,43.3,10.1,0.3,0.18,1.26,1,1,1,1,1,"104313_S_S",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
156,1,1,"S","166030_x_S",30,60,15.88,0.35,0.1,0,1,1,1,1,1,"166030_x_S",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
157,1,1,"Q","166060_x_S",60,60,15.88,0.35,0.1,0,1,1,1,1,1,"166060_x_S",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
159,1,2,"S","162719_x_S",19,27,15.88,0.35,0.1,0,1,1,1,1,1,"162719_x_S",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
160,1,2,"Q","195050_x_S",50,50,19,0.35,0.1,0,1,1,1,1,1,"195050_x_S",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
165,1,1,"S","165049_S_S",48.9,50,16,0.35,0.1,0,1,1,1,1,1,"165049_S_S",1,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,,,,,,,,,0,1,0,0,1,,1,,,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
168,1,1,"S","122525_x_S",25,25,12,0.3,0.1,0,1,1,1,1,1,"122525_x_S",1,1,1,1,1,1,1,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,,0.2,0.2,-1,0,0.2,0.2,0.2,0.2
169,1,1,"S","133228_C_S F Lantery EVP - CN COLD",27.5,31.75,13.3,0.35,0.13,0,1.15,1,1,1,1,"133228_C_S F Lantery EVP - CN COLD",1.25,1,1,1,1,1,0,0.600000023841858,1,1,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0.3,0,1,0,0,1,0,1,0,0,2,1,"                                                                                                                                                                                                                                                          ",0.2,0.2,-1,0,0.2,0.2,0.2,0.2
170,1,1,"S","102522_SW_S_cncold",22,25.4,10.3,0.3,0.15,0,1.15,1,1,1,1,"102522_SW_S_cncold",1.25,1,1,1,1,1,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,"                                                                                                                                                                                                                                                          ",0.2,0.2,0,0,0.2,0.2,0.2,0.2
171,1,1,"S","071912_S_S",12,19,7,0.28,0.12,1.26,1,1,1,1,1,"071912_S_S",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,"                                                                                                                                                                                                                                                          ",0.2,0.2,-1,0,0.2,0.2,0.2,0.2
172,1,1,"S","133833_C_STrineva EVP - CN COLD",33,38.1,13.3,0.4,0.15,0,1.15,1,1,1,1,"133833_C_STrineva EVP - CN COLD",1.25,1,1,1,1,1,0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,"                                                                                                                                                                                                                                                          ",0.2,0.2,0,0,0.2,0.2,0.2,0.2
173,1,1,"S","165050_C_S - MIPAL50X50-CONGELADOS",50,50,15.87,0.5,0.12,0,1.15,1,1,1,1,"165050_C_S - MIPAL50X50-CONGELADOS",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,"                                                                                                                                                                                                                                                          ",0.2,0.2,0,0,0.2,0.2,0.2,0.2
174,1,1,"S","165050_C_S_mipal_50x50_inox",50,50,15.87,0.25,0.25,0,1.15,1,1,1,1,"165050_C_S_mipal_50x50_inox",1.25,1,1,1,1,1,1,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,"                                                                                                                                                                                                                                                          ",0.2,0.2,0,0,0.2,0.2,0.2,0.2
